Person,Picture,Code,DAFF,DACH,DPOW,TDAFF,TDACH,TDPOW,SDAFF,SDACH,SDPOW,Response1,Response2,can_gender
10,12,ACH,0,1,0,0,0,1,2,2,6,1,0,1
10,13,ACH,1,-1,0,0,1,0,2,3,6,0,1,1
10,13,ACH,0,1,-1,0,1,0,2,3,6,1,0,1
10,13,ACH,0,1,0,0,1,0,2,3,6,1,0,1
10,14,POW,1,0,-1,0,1,0,2,4,6,0,1,1
10,14,POW,0,1,-1,0,1,0,2,4,6,0,1,1
10,14,POW,0,0,1,0,1,0,2,4,6,1,0,1
10,15,POW,1,0,-1,0,0,1,2,4,7,0,1,1
10,15,POW,0,1,-1,0,0,1,2,4,7,0,1,1
10,15,POW,0,0,1,0,0,1,2,4,7,1,0,1
